ModesCode;LabelWeb;ActiveLanguage;DescriptionLong;Characteristics;composition;type
EQYJV04217;STRETCH PRINTED (KVJ8);master;"&nbsp;";"__Use:__ Beach
BENEFITS
4-way stretch. Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Remade Stretch Fabric, recycled polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 16"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back pocket with flap
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 92% Recycled Polyester, 8% Elastane;Swim Shorts
EQBZT04955;FINELINE SS (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBJV03543;EVD SOLID (GNZ0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 14"" outseam, youth length
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQKFT03409;GRAPHIC CREW BO (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Art on chest
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 45% Polyester;Hoodie
EQYZT08181;EV MINI LOGO (BGA0);master;"&nbsp;";"__Fabric:__ Cotton Recycled Cotton Jersey fabric
Regular fit
Crew neck
Screen print on chest
Quiksilver woven label at sleeve.";[Main Fabric] 70% Cotton, 30% Recycled Cotton;Short Sleeve T-Shirt
EQKFT03409;GRAPHIC CREW BO (BGA0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Art on chest
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 45% Polyester;Hoodie
EQBZT04955;FINELINE SS (KTP0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04955;FINELINE SS (BJK0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04963;FRUITS TIDE SS (MKT0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04960;FRACTURED WAVE (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04950;FUNDAMENTAL RID (WBB0);master;"&nbsp;";"__Fabric:__ Cotton, recycled cotton blend jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBZT04960;FRACTURED WAVE (PKS0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYZT08302;UPSIDE DOWN (PFJ0);master;"&nbsp;";"__Fabric:__ Organic cotton fabric [220 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYZT08302;UPSIDE DOWN (KVJ0);master;"&nbsp;";"__Fabric:__ Organic cotton fabric [220 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQBZT04963;FRUITS TIDE SS (BGA0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
AQYAA03358;Freshness (CMK0);master;"&nbsp;";"__Fabric:__ PU leather, nylon internal
Internal coin pocket
ID window card
Card slots
Printed artwork
Metal badge
Internal embossed logos
__Size:__ Medium - 4.1"" W x 3.3"" H / 10.5cm W x 8.5cm H.";[Main Fabric] 100% Polyurethane;Tri-Fold Wallet
EQBJK03351;CLICKER WIND (CJZ0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
Quiksilver DryFlight¨ Technology protects you from the wind and water
MADE BETTER
PFC Free durable water repellent treatment
__Fabric:__ Nylon [90 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Lining:__ Mesh lining placed in key areas for better breathability
__Hood:__ Fixed hood 3-panel
Front zip-up closure
__Pockets:__ 2 hand pockets
Elasticated cuffs

";[Main Fabric] 100% Nylon;Windbreaker Jacket
AQYAA03358;Freshness (KTP6);master;"&nbsp;";"__Fabric:__ PU leather, nylon internal
Internal coin pocket
ID window card
Card slots
Printed artwork
Metal badge
Internal embossed logos
__Size:__ Medium - 4.1"" W x 3.3"" H / 10.5cm W x 8.5cm H.";[Main Fabric] 100% Polyurethane;Tri-Fold Wallet
EQBFT03950;COMP LOGO (BLC0);master;"&nbsp;";"__Fabric:__ Cotton, Polyester, 280 g/m2, Brushed
__Fit:__ Regular Fit
__Pockets:__ Kangaroo Pocket
__Rib:__ At Cuffs and Bottom Hem
__Hood:__ Yes
__Print:__ Screen Print on Front
Quiksilver Recycled Woven Label Pack";[Main Fabric] 55% Cotton, 45% Polyester;Hoodie
EQYZT08293;HELLBENDER (PKS0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
DryFlight¨ Ultra wicking fabric - ultra-light, breathable and quick-drying
MADE BETTER
Made with 100% recycled fibres and organic Cotton
__Fabric:__ Jersey, organic cotton, recycled polyester [160 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Rib knit collar";[Main Fabric] 60% Organic Cotton, 40% Recycled Polyester;T-Shirt
AQYAA03358;Freshness (KVJ1);master;"&nbsp;";"__Fabric:__ PU leather, nylon internal
Internal coin pocket
ID window card
Card slots
Printed artwork
Metal badge
Internal embossed logos
__Size:__ Medium - 4.1"" W x 3.3"" H / 10.5cm W x 8.5cm H.";[Main Fabric] 100% Polyurethane;Tri-Fold Wallet
EQYZT08293;HELLBENDER (KVJ0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
DryFlight¨ Ultra wicking fabric - ultra-light, breathable and quick-drying
MADE BETTER
Made with 100% recycled fibres and organic Cotton
__Fabric:__ Jersey, organic cotton, recycled polyester [160 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Rib knit collar";[Main Fabric] 60% Organic Cotton, 40% Recycled Polyester;T-Shirt
AQYAA03358;Freshness (CRE6);master;"&nbsp;";"__Fabric:__ PU leather, nylon internal
Internal coin pocket
ID window card
Card slots
Printed artwork
Metal badge
Internal embossed logos
__Size:__ Medium - 4.1"" W x 3.3"" H / 10.5cm W x 8.5cm H.";[Main Fabric] 100% Polyurethane;Tri-Fold Wallet
EQWZT03208;STANDARDLSTEE (GCC0);master;"&nbsp;";"__Fabric:__ Lightweight pure organic cotton fabric [160 g/m2]
__Fit:__ Regular cropped fit
__Neck:__ Crew neckline
Quiksilver graphic on chest and back
Rib knit collar
__Wash:__ Garment wash with soft hand-feel
Recycled woven flag label with lettering in side seam";[Main Fabric] 100% Organic Cotton;Long Sleeve T-Shirt
EQBZT04958;SOUND ON SS (WBB0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQBFT03890;BASICHOODZIPYTH (BLC0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend fabric
__Neck:__ Hooded neck
__Sleeves:__ Long sleeves
__Pockets:__ Kangaroo pouch pockets";60% Cotton, 40% Polyester;Long Sleeve Pullover Hoodie
EQBZT04941;MERCURY VORTEXY (WBB0);master;"&nbsp;";"__Fabric:__ OE cotton fabric [200 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Soft hand-feel screen print
Quiksilver woven label in side seam";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQBZT04956;NEXT GEN SS (WBB0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYZT08272;MERCURY AMERICA (PTH0);master;"&nbsp;";"__Fabric:__ Recycled polyester mesh [170 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Plastisol screen print at sleeve and chest
Quiksilver woven label in side seam";[Main Fabric] 100% Recycled Polyester;Short Sleeve T-Shirt
EQBZT04956;NEXT GEN SS (BLC0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYJK04214;OVER TAPE (SZH0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
3K DryFlight¨ technology for good waterproofing
MADE BETTER
Made with 51% recycled nylon
PFC Free durable water repellent treatment
__Fabric:__ Recycled nylon [98 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Seams:__ Fully taped seams
__Hood:__ Fixed hood with drawcord adjustment
__Pockets:__ 2 zip-up hand pockets
Elasticated cuffs and hem";[Main Fabric] 100% Recycled Nylon;Waterproof Jacket
EQBZT04956;NEXT GEN SS (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYZT08272;MERCURY AMERICA (KVJ0);master;"&nbsp;";"__Fabric:__ Recycled polyester mesh [170 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Plastisol screen print at sleeve and chest
Quiksilver woven label in side seam";[Main Fabric] 100% Recycled Polyester;Short Sleeve T-Shirt
EQYFT05196;SALT WATER GRAP (KTP0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [280 g/m2]
Brushed inside for softness
__Fit:__ Comfort fit, slightly wider for more comfort
Rib knit cuffs and bottom hem
Art on chest and back
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQYZT08271;MERCURY BURNING (GGY0);master;"&nbsp;";"__Fabric:__ OE organic cotton heavyweight fabric [220 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Soft hand-feel screen print
Quiksilver woven label in side seam";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQBFT03951;OMNI LOGO  (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton, Polyester, 280 g/m2, Brushed
__Fit:__ Regular Fit
__Pockets:__ Kangaroo Pocket
__Rib:__ At Cuffs and Bottom Hem
__Hood:__ Yes
__Art:__ On Chest and Sleeve
Quiksilver Recycled Woven Label Pack";[Main Fabric] 55% Cotton, 45% Polyester;Hoodie
EQYWT04628;SUNRISE (BGA0);master;"&nbsp;";"__Collection:__ Lifestyle collection
__Fabric:__ 55% Organic cotton 45% true hemp blend fabric [140 g/m2]
__Dye/Wash:__ Softener wash and natural dye
__Fit:__ Comfort fit
__Neck:__ Collar neck
__Sleeves:__ Short sleeves
__Closure:__ Camp button closure
__Branding:__ Recycled Quiksilver label pack
__Other Features:__ Straight hem with side vents
Made Better";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Short Sleeves Shirt
EQYFT05196;SALT WATER GRAP (CJZ0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [280 g/m2]
Brushed inside for softness
__Fit:__ Comfort fit, slightly wider for more comfort
Rib knit cuffs and bottom hem
Art on chest and back
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQYWT04628;SUNRISE (CMK0);master;"&nbsp;";"__Collection:__ Lifestyle collection
__Fabric:__ 55% Organic cotton 45% true hemp blend fabric [140 g/m2]
__Dye/Wash:__ Softener wash and natural dye
__Fit:__ Comfort fit
__Neck:__ Collar neck
__Sleeves:__ Short sleeves
__Closure:__ Camp button closure
__Branding:__ Recycled Quiksilver label pack
__Other Features:__ Straight hem with side vents
Made Better";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Short Sleeves Shirt
EQYWT04686;APERO CLASSIC (WEG6);master;"&nbsp;";"__Fabric:__ Cotton poplin [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
All-over printed design
Chest pocket
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQYZT08271;MERCURY BURNING (KVJ0);master;"&nbsp;";"__Fabric:__ OE organic cotton heavyweight fabric [220 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Soft hand-feel screen print
Quiksilver woven label in side seam";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQBFT03891;BASICCREWYTH (KTP0);master;"&nbsp;";"__Fabric:__ Cotton, Polyester
__Weight:__ 230 g/m2
__Inside Feature:__ Brushed
__Fit:__ Regular
__Pockets:__ Ribbed Collar, Cuff And Bottom Hem
__Branding:__ Chest Embroidery, Quiksilver Recycled Woven Label Pack";[Main Fabric] 60% Cotton, 40% Polyester;Sweatshirt
EQYFB03392;SALT WATER SHOR (KTP0);master;"&nbsp;";"__Fabric:__ Cotton polyester inside brushed fabric [280 g/m2]
__Fit:__ Regular fit 19'
__Waist:__ Elasticated waist 
__Closure:__ Cotton drawcord closure
__Pockets:__ Right-hand side back patched pocket
Side pockets
__Branding:__ Quiksilver art at left leg
Quiksilver label pack";[Main Fabric] 80% Cotton, 20% Polyester;Elastic Waist Shorts
EQYFT05206;NEW ICONIC (RQZ0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [370 g/m2]
Brushed inside for softness
__Fit:__ Oversized fit
Rib knit cuffs and bottom hem
Art print HD on chest
Quiksilver recycled woven label pack";[Main Fabric] 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester;Sweatshirt
EQBFT03891;BASICCREWYTH (YKM0);master;"&nbsp;";"__Fabric:__ Cotton, Polyester
__Weight:__ 230 g/m2
__Inside Feature:__ Brushed
__Fit:__ Regular
__Pockets:__ Ribbed Collar, Cuff And Bottom Hem
__Branding:__ Chest Embroidery, Quiksilver Recycled Woven Label Pack";[Main Fabric] 60% Cotton, 40% Polyester;Sweatshirt
EQYJV04219;EVERYDAY PT (KTP6);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 15"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQKZT03579;HERITAGE SS (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYFT05196;SALT WATER GRAP (BGA0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester [280 g/m2]
Brushed inside for softness
__Fit:__ Comfort fit, slightly wider for more comfort
Rib knit cuffs and bottom hem
Art on chest and back
Quiksilver recycled woven label pack

";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQYWT04686;APERO CLASSIC (BJK6);master;"&nbsp;";"__Fabric:__ Cotton poplin [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
All-over printed design
Chest pocket
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQKZT03580;PALM HORIZON SS (WBK0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYZT08269;MERCURY VORTEX (KVJ0);master;"&nbsp;";"__Fabric:__ OE organic cotton heavyweight fabric [220 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
Soft hand-feel screen print
Quiksilver woven label in side seam";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQKZT03581;HUMAN WAVE SS (CMK0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQKZT03579;HERITAGE SS (WBB0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYFB03392;SALT WATER SHOR (CMK0);master;"&nbsp;";"__Fabric:__ Cotton polyester inside brushed fabric [280 g/m2]
__Fit:__ Regular fit 19'
__Waist:__ Elasticated waist 
__Closure:__ Cotton drawcord closure
__Pockets:__ Right-hand side back patched pocket
Side pockets
__Branding:__ Quiksilver art at left leg
Quiksilver label pack";[Main Fabric] 80% Cotton, 20% Polyester;Elastic Waist Shorts
EQKZT03581;HUMAN WAVE SS (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYWT04678;MERCURY DOUBLE (TMP1);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend [125 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure/Neck:__ Button up with single piece collar
Slight curve hem
Yarn-dyed check design
Single chest pockets
__Wash:__ Garment wash with soft hand-feel
QS Mercury woven label on chest pocket";[Main Fabric] 60% Cotton, 40% Polyester;Short Sleeve Shirt
